0 ['5', '59', '3', '29']
4896 ['51', '59', '52', '6']
4897 ['51', '59', '52', '6']
4898 ['51', '59', '52', '6']
4899 ['51', '59', '52', '6']
4910 ['51', '52', '6', '6']
4911 ['51', '52', '6', '6']
4912 ['51', '52', '6', '6']
4913 ['51', '52', '6', '6']
4914 ['52', '6', '51', '59']
4915 ['52', '6', '51', '59']
4916 ['52', '6', '51', '59']
4917 ['52', '6', '51', '59']
4918 ['52', '6', '51', '59']
4919 ['52', '6', '51', '59']
4920 ['52', '6', '51', '59']
4921 ['52', '6', '51', '59']
4922 ['52', '6', '51', '59']
4923 ['52', '6', '51', '59']
4924 ['52', '6', '51', '59']
4935 ['52', '51', '59', '52']
4936 ['52', '51', '59', '52']
4937 ['52', '51', '59', '52']
4938 ['52', '51', '59', '52']
4939 ['52', '51', '59', '52']
4940 ['52', '51', '59', '52']
4941 ['52', '51', '59', '52']
4942 ['52', '51', '59', '52']
4943 ['52', '51', '59', '52']
4944 ['51', '59', '52', '25']
4945 ['51', '59', '52', '25']
4946 ['51', '59', '52', '25']
4947 ['51', '59', '52', '25']
4948 ['51', '59', '52', '25']
4949 ['51', '59', '52', '25']
4950 ['51', '59', '52', '25']
4951 ['51', '59', '52', '25']
4952 ['51', '59', '52', '25']
4953 ['51', '59', '52', '25']
4954 ['51', '59', '52', '25']
4965 ['51', '52', '25', '38']
4966 ['51', '52', '25', '38']
4967 ['51', '52', '25', '38']
4968 ['51', '52', '25', '38']
4969 ['51', '52', '25', '38']
4970 ['51', '52', '25', '38']
4971 ['51', '52', '25', '38']
4972 ['51', '52', '25', '38']
4973 ['51', '52', '25', '38']
4974 ['51', '52', '25', '38']
4985 ['51', '52', '25', '28']
4986 ['51', '52', '25', '28']
4987 ['51', '52', '25', '28']
4988 ['51', '52', '25', '28']
4989 ['51', '52', '25', '28']
4990 ['51', '52', '25', '28']
4991 ['51', '52', '25', '28']
4992 ['51', '52', '25', '28']
4993 ['51', '52', '25', '28']
4994 ['51', '52', '25', '28']
